file,year,survey_type,agency_scope,question_id,main_question,question_texts,survey_variable_names,data_file_variable_names,variable_formats,values,value_labels,domain,weight_priority,matched_keywords
2004_AM_data.xlsx,2004,AM,,64,Please check the information that your agency collects/archives in real-time,"Please check the information that your agency collects/archives in real-time || Traffic volumes: || Traffic speeds: || Lane occupancy: || Vehicle classification: || Travel time: || Turning movements || Queues || Phasing/cycle length || Road conditions (e.g., wet, icy, etc.): || Emergency vehicle signal preemption || Transit vehicle signal priority || Weather conditions (e.g., snow, fog, rain, etc.): || Incidents",Traffic_volumesCollect04 || Traffic_volumesArchive04 || Traffic_speedsCollect04 || Traffic_speedsArchive04 || Lane_occupancyCollect04 || Lane_occupancyArchive04 || Vehicle_classificationCollect04 || Vehicle_classificationArchive04 || Travel_timeCollect04 || Travel_timeArchive04 || Turning_movementsCollect04 || Turning_movementsArchive04 || QueuesCollect04 || QueuesArchive04 || PhasingCycle_lengthsCollect04 || PhasingCycle_lengthsArchive04 || Road_conditionsCollect04 || Road_conditionsArchive04 || Emergency_veh_signalCollect04 || Emergency_veh_signalArchive04 || Transit_vehicle_signalCollect04 || Transit_vehicle_signalArchive04 || Weather_conditionsCollect04 || Weather_conditionsArchive04 || IncidentsCollect04 || IncidentsArchive04,04_AM_Q64_1R01C01 || 04_AM_Q64_1R01C02 || 04_AM_Q64_1R02C01 || 04_AM_Q64_1R02C02 || 04_AM_Q64_1R03C01 || 04_AM_Q64_1R03C02 || 04_AM_Q64_1R04C01 || 04_AM_Q64_1R04C02 || 04_AM_Q64_1R05C01 || 04_AM_Q64_1R05C02 || 04_AM_Q64_1R06C01 || 04_AM_Q64_1R06C02 || 04_AM_Q64_1R07C01 || 04_AM_Q64_1R07C02 || 04_AM_Q64_1R08C01 || 04_AM_Q64_1R08C02 || 04_AM_Q64_1R09C01 || 04_AM_Q64_1R09C02 || 04_AM_Q64_1R10C01 || 04_AM_Q64_1R10C02 || 04_AM_Q64_1R11C01 || 04_AM_Q64_1R11C02 || 04_AM_Q64_1R12C01 || 04_AM_Q64_1R12C02 || 04_AM_Q64_1R13C01 || 04_AM_Q64_1R13C02,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,Safety Enforcement and Incident Response,High,emergency vehicle
2004_AM_data.xlsx,2004,AM,,65,Please check the information that your agency collects/archives electronically,"Please check the information that your agency collects/archives electronically || Route designations (snow emergency, etc.): || Current work zones: || Scheduled work zones: || Intermodal (air, rail, water) connections: || Emergency/evacuation routes and procedures: || Incident status || Traffic video surveillance || Do not collect/archive information: || Other (please specify):_______________ || Other",Route_designationsCollect04 || Route_designationsArchive04 || Current_work_zonesCollect04 || Current_work_zonesArchive04 || Scheduled_work_zonesCollect04 || Scheduled_work_zonesArchive04 || IntermodalCollect04 || IntermodalArchive04 || EmergencyEvacuationCollect04 || EmergencyEvacuationArchive04 || Incident_statusCollect04 || Incident_statusArchive04 || Traffic_video_surveilCollect04 || Traffic_video_surveilArchive04 || Do_not_coll_archCollect04 || Do_not_coll_archArchive04 || OTHER_AMQ65 || OTHER_AMQ65Collect04 || OTHER_AMQ65Archive04,04_AM_Q65_1R01C01 || 04_AM_Q65_1R01C02 || 04_AM_Q65_1R02C01 || 04_AM_Q65_1R02C02 || 04_AM_Q65_1R03C01 || 04_AM_Q65_1R03C02 || 04_AM_Q65_1R04C01 || 04_AM_Q65_1R04C02 || 04_AM_Q65_1R05C01 || 04_AM_Q65_1R05C02 || 04_AM_Q65_1R06C01 || 04_AM_Q65_1R06C02 || 04_AM_Q65_1R07C01 || 04_AM_Q65_1R07C02 || 04_AM_Q65_1R08C01 || 04_AM_Q65_1R08C02 || 04_AM_Q65_1R09C01TXT || 04_AM_Q65_1R10C01 || 04_AM_Q65_1R10C02,Multiple Choice || Text,"0,1,2",0=No;1=Yes;2=No Response,Work Zone ITS and Queue Warning,Medium,work zones
2004_AM_data.xlsx,2004,AM,,66,What are the data used for?,What are the data used for? || Do not know || Traffic analysis || Construction impact determination || Capital planning/analysis || Operation planning/analysis || Incident detection algorithm development || Roadway impact analysis || Accident prediction models || Dissemination to the public || Traffic Management || Measurement of performance || Safety analysis || Traffic simulation modeling || Travel time prediction || Other,Do_not_know_Q66 || Traffic_analysis || Construction_impact_deter || Capital_planning || Operation_planning || Incident_detection_algorithm_dev || Roadway_impact_analysis || Accident_prediction_models || Dissemination_to_the_public || Traffic_management || Measurement_of_performance || Safety_analysis || Traffic_simulation_modeling || Travel_time_prediction || OTHER_AMQ66,04_AM_Q66_1R01C01 || 04_AM_Q66_1R02C01 || 04_AM_Q66_1R03C01 || 04_AM_Q66_1R04C01 || 04_AM_Q66_1R05C01 || 04_AM_Q66_1R06C01 || 04_AM_Q66_1R07C01 || 04_AM_Q66_1R08C01 || 04_AM_Q66_1R09C01 || 04_AM_Q66_1R10C01 || 04_AM_Q66_1R11C01 || 04_AM_Q66_1R12C01 || 04_AM_Q66_1R13C01 || 04_AM_Q66_1R14C01 || 04_AM_Q66_1R15C01TXT,Multiple Choice || Text,"0,1,2",0=No;1=Yes;2=No Response,Traffic Monitoring and Data Collection,High,travel time
2004_AM_data.xlsx,2004,AM,,66,What are the data used for?,What are the data used for? || Do not know || Traffic analysis || Construction impact determination || Capital planning/analysis || Operation planning/analysis || Incident detection algorithm development || Roadway impact analysis || Accident prediction models || Dissemination to the public || Traffic Management || Measurement of performance || Safety analysis || Traffic simulation modeling || Travel time prediction || Other,Do_not_know_Q66 || Traffic_analysis || Construction_impact_deter || Capital_planning || Operation_planning || Incident_detection_algorithm_dev || Roadway_impact_analysis || Accident_prediction_models || Dissemination_to_the_public || Traffic_management || Measurement_of_performance || Safety_analysis || Traffic_simulation_modeling || Travel_time_prediction || OTHER_AMQ66,04_AM_Q66_1R01C01 || 04_AM_Q66_1R02C01 || 04_AM_Q66_1R03C01 || 04_AM_Q66_1R04C01 || 04_AM_Q66_1R05C01 || 04_AM_Q66_1R06C01 || 04_AM_Q66_1R07C01 || 04_AM_Q66_1R08C01 || 04_AM_Q66_1R09C01 || 04_AM_Q66_1R10C01 || 04_AM_Q66_1R11C01 || 04_AM_Q66_1R12C01 || 04_AM_Q66_1R13C01 || 04_AM_Q66_1R14C01 || 04_AM_Q66_1R15C01TXT,Multiple Choice || Text,"0,1,2",0=No;1=Yes;2=No Response,Safety Enforcement and Incident Response,High,incident detection
2004_FM_data.xlsx,2004,FM,,1,Total number of freeway centerline miles with real-time traffic data collection technologies (does not include CCTV):,Total number of freeway centerline miles with real-time traffic data collection technologies (does not include CCTV): || Loop detectors || Video imaging detectors: || Probe readers using ETC tags: || Probe readers using other technology: || Acoustic detectors: || Microwave radar: || Other (please specify)_____________________________ || Please describe the spacing of your detectors || Please describe the average percent of detectors in service,MilesUnderSurveillance2004 || Loop_detectorsMiles2004 || Video_imaging_detectorsMiles2004 || Probe_readers_elec_tollMiles2004 || Probe_readers_otherTechMiles2004 || Acoustic_detectorsMiles2004 || Microwave_radarMiles2004 || Other_FMQ1a2004 || OtherMiles2004 || SensorSpacing || SensorReliability,04_FM_Q01_1R01C01 || 04_FM_Q01_1R02C01 || 04_FM_Q01_1R03C01 || 04_FM_Q01_1R04C01 || 04_FM_Q01_1R05C01 || 04_FM_Q01_1R06C01 || 04_FM_Q01_1R07C01 || 04_FM_Q01_1R08C01TXT || 04_FM_Q01_1R09C01 || 04_FM_Q01_2R01C01TXT || 04_FM_Q01_3R01C01TXT,Numeric || Text,,,Traffic Monitoring and Data Collection,High,real-time traffic data; data collection; video imaging; microwave; radar; cctv
2004_FM_data.xlsx,2004,FM,,2,Has ramp metering,Has ramp metering || Total number of ramp meters || Number of isolated (or stand-alone) ramp meters: || Number of centrally controlled ramp meters: || Number of freeway to freeway ramp meters: || Number of pretimed ramp meters: || Number of traffic responsive ramp meters: || Number of HOV bypass lanes at ramp meters: || Number of ramp meters preemption for emergency vehicles: || Number of ramp meters provide priority for transit vehicles: || Under what circumstances do you meter traffic or close ramps as a traffic management strategy? || Time of day (recurrent congestion) - ramp metering || Time of day (recurrent congestion) - ramp closure || Traffic incidents - ramp metering || Traffic incidents - ramp closure || Planned special events - ramp metering || Planned special events - ramp closure || Other (please specify) - ramp metering || Other (please specify) - ramp closure || Other (please specify),TotalRampMeters2004 || RampMetersIsolated2004 || RampMetersCentral2004 || RampMetersPretimed2004 || RampMetersTrafficResponsive2004 || RampMetersHOV2004 || RampMetersPreemption2004 || RampMetersPriority2004 || RampMetersFreewaytoFreeway2004 || RampControlTimeOfDayRampMetersOperational || RampControlTimeOfDayRampClosure || RampControlTrafficIncidentRampMetersOperational || RampControlTrafficIncidentRampClosure || RampControlSpecialEventRampMetersOperational || RampControlSpecialEventRampClosure || RampControlOtherRampMetersOperational || RampControlOtherRampClosure || RampControlOtherText,04_FM_Q02_1R01C01 || 04_FM_Q02_1R02C01 || 04_FM_Q02_1R03C01 || 04_FM_Q02_1R04C01 || 04_FM_Q02_1R05C01 || 04_FM_Q02_1R06C01 || 04_FM_Q02_1R07C01 || 04_FM_Q02_1R08C01 || 04_FM_Q02_1R09C01 || 04_FM_Q02_2R01C01 || 04_FM_Q02_2R01C02 || 04_FM_Q02_2R02C01 || 04_FM_Q02_2R02C02 || 04_FM_Q02_2R03C01 || 04_FM_Q02_2R03C02 || 04_FM_Q02_2R04C01 || 04_FM_Q02_2R04C02 || 04_FM_Q02_2R05C01TXT,Numeric || Boolean || Text,"0,1",0=No;1=Yes,Signal Management and Intersection Control,High,preemption
2004_FM_data.xlsx,2004,FM,,2,Has ramp metering,Has ramp metering || Total number of ramp meters || Number of isolated (or stand-alone) ramp meters: || Number of centrally controlled ramp meters: || Number of freeway to freeway ramp meters: || Number of pretimed ramp meters: || Number of traffic responsive ramp meters: || Number of HOV bypass lanes at ramp meters: || Number of ramp meters preemption for emergency vehicles: || Number of ramp meters provide priority for transit vehicles: || Under what circumstances do you meter traffic or close ramps as a traffic management strategy? || Time of day (recurrent congestion) - ramp metering || Time of day (recurrent congestion) - ramp closure || Traffic incidents - ramp metering || Traffic incidents - ramp closure || Planned special events - ramp metering || Planned special events - ramp closure || Other (please specify) - ramp metering || Other (please specify) - ramp closure || Other (please specify),TotalRampMeters2004 || RampMetersIsolated2004 || RampMetersCentral2004 || RampMetersPretimed2004 || RampMetersTrafficResponsive2004 || RampMetersHOV2004 || RampMetersPreemption2004 || RampMetersPriority2004 || RampMetersFreewaytoFreeway2004 || RampControlTimeOfDayRampMetersOperational || RampControlTimeOfDayRampClosure || RampControlTrafficIncidentRampMetersOperational || RampControlTrafficIncidentRampClosure || RampControlSpecialEventRampMetersOperational || RampControlSpecialEventRampClosure || RampControlOtherRampMetersOperational || RampControlOtherRampClosure || RampControlOtherText,04_FM_Q02_1R01C01 || 04_FM_Q02_1R02C01 || 04_FM_Q02_1R03C01 || 04_FM_Q02_1R04C01 || 04_FM_Q02_1R05C01 || 04_FM_Q02_1R06C01 || 04_FM_Q02_1R07C01 || 04_FM_Q02_1R08C01 || 04_FM_Q02_1R09C01 || 04_FM_Q02_2R01C01 || 04_FM_Q02_2R01C02 || 04_FM_Q02_2R02C01 || 04_FM_Q02_2R02C02 || 04_FM_Q02_2R03C01 || 04_FM_Q02_2R03C02 || 04_FM_Q02_2R04C01 || 04_FM_Q02_2R04C02 || 04_FM_Q02_2R05C01TXT,Numeric || Boolean || Text,"0,1",0=No;1=Yes,Active Traffic and Demand Management,Low,ramp metering; hov
2004_FM_data.xlsx,2004,FM,,2,Has ramp metering,Has ramp metering || Total number of ramp meters || Number of isolated (or stand-alone) ramp meters: || Number of centrally controlled ramp meters: || Number of freeway to freeway ramp meters: || Number of pretimed ramp meters: || Number of traffic responsive ramp meters: || Number of HOV bypass lanes at ramp meters: || Number of ramp meters preemption for emergency vehicles: || Number of ramp meters provide priority for transit vehicles: || Under what circumstances do you meter traffic or close ramps as a traffic management strategy? || Time of day (recurrent congestion) - ramp metering || Time of day (recurrent congestion) - ramp closure || Traffic incidents - ramp metering || Traffic incidents - ramp closure || Planned special events - ramp metering || Planned special events - ramp closure || Other (please specify) - ramp metering || Other (please specify) - ramp closure || Other (please specify),TotalRampMeters2004 || RampMetersIsolated2004 || RampMetersCentral2004 || RampMetersPretimed2004 || RampMetersTrafficResponsive2004 || RampMetersHOV2004 || RampMetersPreemption2004 || RampMetersPriority2004 || RampMetersFreewaytoFreeway2004 || RampControlTimeOfDayRampMetersOperational || RampControlTimeOfDayRampClosure || RampControlTrafficIncidentRampMetersOperational || RampControlTrafficIncidentRampClosure || RampControlSpecialEventRampMetersOperational || RampControlSpecialEventRampClosure || RampControlOtherRampMetersOperational || RampControlOtherRampClosure || RampControlOtherText,04_FM_Q02_1R01C01 || 04_FM_Q02_1R02C01 || 04_FM_Q02_1R03C01 || 04_FM_Q02_1R04C01 || 04_FM_Q02_1R05C01 || 04_FM_Q02_1R06C01 || 04_FM_Q02_1R07C01 || 04_FM_Q02_1R08C01 || 04_FM_Q02_1R09C01 || 04_FM_Q02_2R01C01 || 04_FM_Q02_2R01C02 || 04_FM_Q02_2R02C01 || 04_FM_Q02_2R02C02 || 04_FM_Q02_2R03C01 || 04_FM_Q02_2R03C02 || 04_FM_Q02_2R04C01 || 04_FM_Q02_2R04C02 || 04_FM_Q02_2R05C01TXT,Numeric || Boolean || Text,"0,1",0=No;1=Yes,Safety Enforcement and Incident Response,High,emergency vehicles
2004_FM_data.xlsx,2004,FM,,3,"If your agency has not deployed ramp metering and has no plans to do so by 2008, has a feasibility study been conducted on the use of Ramp Metering?","If your agency has not deployed ramp metering and has no plans to do so by 2008, has a feasibility study been conducted on the use of Ramp Metering? || Not feasible || Lack of perceived need || Lack of institutional support || Lack of funding || Other (please specify): || No, if a study is planned, when will it be conducted?",RampMeterFeasibilityStudy || Not_feasible || Lack_of_perceived_need || Lack_of_institutional_support || Lack_of_funding || Other_FMQ3 || RampMeterFeasibilityStudyWhen,04_FM_Q03_1R01C01 || 04_FM_Q03_2R01C01 || 04_FM_Q03_2R02C01 || 04_FM_Q03_2R03C01 || 04_FM_Q03_2R04C01 || 04_FM_Q03_2R05C01TXT || 04_FM_Q03_3R01C01TXT,Multiple Choice || Boolean || Text,"0,1,2 || 0,1",0=No;1=Yes;2=No Response || 0=No;1=Yes,Active Traffic and Demand Management,Low,ramp metering
2004_FM_data.xlsx,2004,FM,,4,Has lane control,Has lane control || Total number of freeway centerline miles under lane control,LaneControl2004,04_FM_Q04_2R01C01,Numeric,,,Active Traffic and Demand Management,Low,lane control
2004_FM_data.xlsx,2004,FM,,5,Please provide the number of centerline miles and the time of operation for each type of lane control,"Please provide the number of centerline miles and the time of operation for each type of lane control || Occupancy control (HOV) freeway centerline miles || Occupancy control (HOV) time of operation || Express lanes (reversible flow) time of operation || Express lanes (reversible flow) freeway centerline miles || Lane open/closed (traffic incidents, roadway maint., etc.) freeway centerline miles || Lane open/closed (traffic incidents, roadway maint., etc.) time of operation || Truck Only freeway centerline miles || Truck Only freeway time of operation || Variable speeds freeway centerline miles || Variable speeds time of operation || Pricing or tolls freeway centerline miles || Pricing or tolls freeway time of operation || Other text || Other freeway centerline miles || Other time of operation",LaneHOVMiles || LaneHOVOperation || LaneExpressMiles || LaneExpressOperation || LaneLaneOpenClosedMiles || LaneLaneOpenClosedOperation || LaneTruckOnlyMiles || LaneTruckOnlyOperation || LaneVariableSpeedMiles || LaneVariableSpeedOperation || LanePricingMiles || LanePricingOperation || LaneOtherMiles || LaneOtherOperation || LaneOtherText,04_FM_Q05_1R01C01 || 04_FM_Q05_1R01C02TXT || 04_FM_Q05_1R02C01 || 04_FM_Q05_1R02C02TXT || 04_FM_Q05_1R03C01 || 04_FM_Q05_1R03C02TXT || 04_FM_Q05_1R04C01 || 04_FM_Q05_1R04C02TXT || 04_FM_Q05_1R05C01 || 04_FM_Q05_1R05C02TXT || 04_FM_Q05_1R06C01 || 04_FM_Q05_1R06C02TXT || 04_FM_Q05_1R07C01 || 04_FM_Q05_1R07C02TXT || 04_FM_Q05_1R08C01TXT,Numeric || Text,,,Active Traffic and Demand Management,Low,lane control; hov
